intended_pedal,scenario,heel_x,heel_y,heel_center_x,heel_center_y,heel_pressure,brake_pressed,accel_pressed,car_velocity_kph,heel_anchor_dx,heel_anchor_dy,actual_pressed_pedal,risk_score,safety
accel,heel_too_far_warning,"[0.4098, 0.5005]","[0.8884, 0.9455]",0.4551,0.9169,47.11,0,1,33.64,0.0039,0.0819,accel,0.738,1
brake,wrong_pedal_danger,"[0.3916, 0.4832]","[0.8144, 0.8769]",0.4374,0.8457,76.88,0,1,6.19,-0.0138,0.0107,accel,5.5,2
brake,heel_right_warning,"[0.47, 0.572]","[0.768, 0.8388]",0.521,0.8034,57.03,1,0,63.96,0.0698,-0.0316,brake,2.787,1
accel,safe_brake_cover,"[0.3664, 0.4616]","[0.8148, 0.8615]",0.414,0.8382,33.86,0,1,39.74,-0.0372,0.0032,accel,0.192,0
brake,no_pedal_danger,"[0.39, 0.5079]","[0.7947, 0.8626]",0.4489,0.8286,24.98,0,0,61.42,-0.0023,-0.0064,none,3.9,2
brake,safe_centered,"[0.3898, 0.52]","[0.8205, 0.879]",0.4549,0.8497,49.99,1,0,21.69,0.0037,0.0147,brake,0.0,0
brake,panic_random_danger,"[0.2958, 0.3923]","[0.7462, 0.7948]",0.3441,0.7705,44.95,1,0,62.28,-0.1071,-0.0645,brake,1.524,2
accel,safe_brake_cover,"[0.3754, 0.4548]","[0.7929, 0.8554]",0.4151,0.8241,38.17,0,1,19.61,-0.0361,-0.0109,accel,0.163,0
accel,heel_left_danger,"[0.3096, 0.3924]","[0.7998, 0.8585]",0.351,0.8291,47.48,0,1,13.3,-0.1002,-0.0059,accel,3.074,2
brake,safe_slight_right,"[0.4134, 0.5186]","[0.7763, 0.8461]",0.466,0.8112,32.37,1,0,34.92,0.0148,-0.0238,brake,0.0,0
accel,safe_brake_cover,"[0.4102, 0.5079]","[0.7635, 0.8401]",0.459,0.8018,38.38,0,1,38.28,0.0078,-0.0332,accel,0.0,0
brake,heel_too_far_warning,"[0.3835, 0.4627]","[0.8985, 0.9515]",0.4231,0.925,49.09,1,0,24.71,-0.0281,0.09,brake,1.0,1
accel,no_pedal_danger,"[0.3948, 0.5185]","[0.8112, 0.8684]",0.4566,0.8398,56.18,0,0,46.29,0.0054,0.0048,none,3.9,2
accel,heel_left_warning,"[0.3261, 0.429]","[0.7966, 0.864]",0.3775,0.8303,46.78,0,1,42.13,-0.0737,-0.0047,accel,1.837,1
accel,safe_brake_cover,"[0.3616, 0.5053]","[0.8118, 0.8605]",0.4335,0.8362,46.59,0,1,30.39,-0.0177,0.0012,accel,0.0,0
brake,safe_brake_cover,"[0.3863, 0.5033]","[0.8255, 0.8674]",0.4448,0.8464,56.72,1,0,40.69,-0.0064,0.0114,brake,0.0,0
accel,heel_left_danger,"[0.2488, 0.3531]","[0.781, 0.864]",0.301,0.8225,30.52,0,1,27.69,-0.1502,-0.0125,accel,6.712,2
accel,wrong_pedal_danger,"[0.4169, 0.4806]","[0.774, 0.8518]",0.4488,0.8129,34.62,1,0,23.03,-0.0024,-0.0221,brake,5.5,2
brake,heel_too_close_warning,"[0.4057, 0.5248]","[0.7084, 0.7848]",0.4652,0.7466,46.76,1,0,23.89,0.014,-0.0884,brake,0.48,1
brake,safe_centered,"[0.4049, 0.5068]","[0.7593, 0.8579]",0.4559,0.8086,35.2,1,0,48.53,0.0047,-0.0264,brake,0.0,0
brake,heel_too_close_warning,"[0.4134, 0.5176]","[0.7155, 0.7771]",0.4655,0.7463,50.02,1,0,32.03,0.0143,-0.0887,brake,0.484,1
accel,panic_random_danger,"[0.3151, 0.4109]","[0.8059, 0.8579]",0.363,0.8319,41.62,0,1,20.48,-0.0882,-0.0031,accel,2.518,2
brake,heel_too_close_warning,"[0.3946, 0.4925]","[0.7171, 0.7975]",0.4435,0.7573,45.12,1,0,35.97,-0.0077,-0.0777,brake,0.346,1
brake,safe_slight_right,"[0.3937, 0.4867]","[0.7778, 0.8763]",0.4402,0.827,30.1,1,0,43.74,-0.011,-0.008,brake,0.0,0
brake,heel_left_danger,"[0.2464, 0.3749]","[0.8048, 0.8694]",0.3106,0.8371,60.9,1,0,44.26,-0.1406,0.0021,brake,2.99,2
brake,heel_right_danger,"[0.5265, 0.6113]","[0.7651, 0.8366]",0.5689,0.8009,48.24,1,0,37.96,0.1177,-0.0341,brake,5.665,2
accel,safe_brake_cover,"[0.365, 0.4939]","[0.8089, 0.8925]",0.4295,0.8507,44.78,0,1,16.05,-0.0217,0.0157,accel,0.0,0
accel,brake_press_low_speed_warning,"[0.4023, 0.5018]","[0.8018, 0.8693]",0.4521,0.8356,35.37,1,0,5.64,0.0009,0.0006,brake,5.5,2
brake,safe_centered,"[0.3839, 0.4856]","[0.7995, 0.8648]",0.4348,0.8322,55.82,1,0,26.52,-0.0164,-0.0028,brake,0.0,0
accel,safe_slight_right,"[0.4169, 0.5095]","[0.783, 0.8637]",0.4632,0.8234,37.8,0,1,27.77,0.012,-0.0116,accel,0.0,0
accel,safe_slight_right,"[0.3871, 0.5211]","[0.8227, 0.8803]",0.4541,0.8515,44.56,0,1,44.52,0.0029,0.0165,accel,0.0,0
brake,brake_press_low_speed_warning,"[0.3947, 0.4926]","[0.7914, 0.8468]",0.4436,0.8191,60.26,1,0,1.79,-0.0076,-0.0159,brake,0.8,1
brake,heel_too_far_warning,"[0.3874, 0.5042]","[0.8835, 0.957]",0.4458,0.9203,36.19,1,0,59.3,-0.0054,0.0853,brake,0.846,1
accel,heel_too_close_warning,"[0.4261, 0.5114]","[0.7277, 0.806]",0.4687,0.7668,64.34,0,1,0.0,0.0175,-0.0682,accel,0.227,1
accel,accel_press_high_speed_warning,"[0.4049, 0.5048]","[0.8136, 0.8869]",0.4548,0.8502,47.69,0,1,42.1,0.0036,0.0152,accel,0.0,1
accel,safe_slight_right,"[0.4119, 0.5113]","[0.7951, 0.8704]",0.4616,0.8328,41.56,0,1,18.68,0.0104,-0.0022,accel,0.0,0
brake,wrong_pedal_danger,"[0.3779, 0.4784]","[0.8014, 0.8829]",0.4281,0.8422,27.71,0,1,17.99,-0.0231,0.0072,accel,5.5,2
accel,safe_brake_cover,"[0.382, 0.496]","[0.7996, 0.8755]",0.439,0.8376,41.91,0,1,31.97,-0.0122,0.0026,accel,0.0,0
accel,panic_random_danger,"[0.7362, 0.823]","[0.7073, 0.7746]",0.7796,0.741,68.21,0,1,66.18,0.3284,-0.094,accel,11.971,2
accel,safe_brake_cover,"[0.397, 0.4932]","[0.7998, 0.8875]",0.4451,0.8437,36.79,0,1,26.64,-0.0061,0.0087,accel,0.0,0
brake,safe_brake_cover,"[0.4013, 0.5017]","[0.7842, 0.8408]",0.4515,0.8125,40.92,1,0,9.47,0.0003,-0.0225,brake,0.0,0
accel,safe_brake_cover,"[0.4043, 0.4939]","[0.7965, 0.8645]",0.4491,0.8305,52.35,0,1,29.7,-0.0021,-0.0045,accel,0.0,0
brake,heel_left_warning,"[0.3601, 0.4644]","[0.7828, 0.8547]",0.4123,0.8187,48.7,1,0,48.39,-0.0389,-0.0163,brake,0.0,1
accel,accel_press_high_speed_warning,"[0.4086, 0.4994]","[0.8202, 0.8759]",0.454,0.8481,39.29,0,1,55.26,0.0028,0.0131,accel,1.0,1
accel,safe_centered,"[0.4175, 0.5283]","[0.8128, 0.8999]",0.4729,0.8564,40.35,0,1,4.49,0.0217,0.0214,accel,0.0,0
brake,safe_brake_cover,"[0.3855, 0.4936]","[0.7779, 0.8602]",0.4395,0.819,37.73,1,0,16.14,-0.0117,-0.016,brake,0.0,0
accel,safe_centered,"[0.3946, 0.5014]","[0.794, 0.8586]",0.448,0.8263,35.39,0,1,5.39,-0.0032,-0.0087,accel,0.0,0
accel,safe_slight_right,"[0.4223, 0.5228]","[0.7972, 0.8689]",0.4725,0.833,40.24,0,1,10.07,0.0213,-0.002,accel,0.0,0
brake,panic_random_danger,"[0.7361, 0.8515]","[0.8011, 0.8672]",0.7938,0.8341,35.01,0,1,22.68,0.3426,-0.0009,accel,29.785,2
accel,heel_left_warning,"[0.3248, 0.416]","[0.823, 0.8808]",0.3704,0.8519,60.53,0,1,14.92,-0.0808,0.0169,accel,2.171,1
accel,safe_brake_cover,"[0.37, 0.4941]","[0.7873, 0.8569]",0.4321,0.8221,34.7,0,1,7.8,-0.0191,-0.0129,accel,0.0,0
accel,heel_right_warning,"[0.4511, 0.5454]","[0.8122, 0.8606]",0.4982,0.8364,42.73,0,1,0.0,0.047,0.0014,accel,0.141,1
accel,safe_centered,"[0.4385, 0.5119]","[0.8048, 0.8669]",0.4752,0.8358,45.72,0,1,26.94,0.024,0.0008,accel,0.0,0
brake,safe_slight_right,"[0.396, 0.4864]","[0.7973, 0.8641]",0.4412,0.8307,42.11,1,0,40.3,-0.01,-0.0043,brake,0.0,0
brake,safe_slight_right,"[0.4141, 0.5106]","[0.8005, 0.8668]",0.4624,0.8337,44.84,1,0,49.15,0.0112,-0.0013,brake,0.0,0
accel,safe_centered,"[0.3986, 0.5223]","[0.7687, 0.8445]",0.4604,0.8066,45.37,0,1,26.61,0.0092,-0.0284,accel,0.0,0
accel,safe_slight_right,"[0.4072, 0.4957]","[0.793, 0.8534]",0.4514,0.8232,33.12,0,1,26.38,0.0002,-0.0118,accel,0.0,0
brake,no_pedal_danger,"[0.401, 0.5069]","[0.8127, 0.8863]",0.454,0.8495,55.63,0,0,43.58,0.0028,0.0145,none,3.9,2
brake,panic_random_danger,"[0.4902, 0.5888]","[0.6657, 0.7224]",0.5395,0.694,74.83,1,0,57.45,0.0883,-0.141,brake,5.953,2
accel,heel_right_warning,"[0.471, 0.5706]","[0.8138, 0.8759]",0.5208,0.8449,57.4,0,1,36.55,0.0696,0.0099,accel,0.592,1
brake,accel_press_high_speed_warning,"[0.4017, 0.4817]","[0.8108, 0.8631]",0.4417,0.8369,65.48,0,1,61.16,-0.0095,0.0019,accel,5.5,2
brake,safe_slight_right,"[0.4037, 0.4977]","[0.8189, 0.8903]",0.4507,0.8546,49.89,1,0,47.23,-0.0005,0.0196,brake,0.0,0
accel,safe_slight_right,"[0.3822, 0.5109]","[0.809, 0.8698]",0.4465,0.8394,32.97,0,1,31.92,-0.0047,0.0044,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4014, 0.5129]","[0.8089, 0.8642]",0.4572,0.8365,74.38,0,1,48.52,0.006,0.0015,accel,5.5,2
accel,heel_right_warning,"[0.4748, 0.5657]","[0.8153, 0.8722]",0.5203,0.8437,35.08,0,1,5.04,0.0691,0.0087,accel,0.581,1
brake,safe_centered,"[0.3985, 0.513]","[0.7956, 0.8652]",0.4558,0.8304,48.25,1,0,35.58,0.0046,-0.0046,brake,0.0,0
accel,safe_brake_cover,"[0.3861, 0.4668]","[0.7705, 0.8401]",0.4265,0.8053,44.43,0,1,24.68,-0.0247,-0.0297,accel,0.0,0
accel,safe_centered,"[0.4049, 0.5073]","[0.7997, 0.8819]",0.4561,0.8408,50.22,0,1,10.16,0.0049,0.0058,accel,0.0,0
brake,heel_too_close_warning,"[0.3927, 0.4946]","[0.7168, 0.7966]",0.4436,0.7567,52.04,1,0,42.07,-0.0076,-0.0783,brake,0.353,1
accel,safe_slight_right,"[0.4193, 0.4936]","[0.7772, 0.8386]",0.4565,0.8079,50.17,0,1,27.08,0.0053,-0.0271,accel,0.0,0
accel,no_pedal_danger,"[0.4164, 0.5196]","[0.7819, 0.8566]",0.468,0.8193,64.45,0,0,27.63,0.0168,-0.0157,none,3.9,2
accel,safe_centered,"[0.4063, 0.5079]","[0.7948, 0.8674]",0.4571,0.8311,50.18,0,1,24.75,0.0059,-0.0039,accel,0.0,0
accel,heel_right_warning,"[0.4325, 0.5656]","[0.8042, 0.8679]",0.4991,0.836,55.65,0,1,37.09,0.0479,0.001,accel,0.157,1
brake,safe_slight_right,"[0.4465, 0.5412]","[0.7928, 0.8658]",0.4939,0.8293,50.77,1,0,26.82,0.0427,-0.0057,brake,1.16,0
brake,brake_press_low_speed_warning,"[0.3971, 0.503]","[0.7993, 0.8607]",0.4501,0.83,43.36,1,0,16.82,-0.0011,-0.005,brake,0.0,1
brake,wrong_pedal_danger,"[0.3913, 0.5023]","[0.807, 0.8668]",0.4468,0.8369,40.87,0,1,17.36,-0.0044,0.0019,accel,5.5,2
brake,safe_slight_right,"[0.4207, 0.5129]","[0.7935, 0.8522]",0.4668,0.8229,54.41,1,0,27.59,0.0156,-0.0121,brake,0.024,0
brake,wrong_pedal_danger,"[0.4217, 0.5106]","[0.8459, 0.9085]",0.4662,0.8772,44.24,0,1,0.91,0.015,0.0422,accel,5.5,2
accel,safe_centered,"[0.383, 0.4902]","[0.802, 0.8781]",0.4366,0.84,48.82,0,1,24.62,-0.0146,0.005,accel,0.0,0
brake,safe_centered,"[0.4171, 0.491]","[0.772, 0.8422]",0.454,0.8071,43.03,1,0,23.97,0.0028,-0.0279,brake,0.0,0
accel,safe_brake_cover,"[0.4027, 0.5032]","[0.8099, 0.8819]",0.4529,0.8459,29.15,0,1,12.01,0.0017,0.0109,accel,0.0,0
accel,heel_right_warning,"[0.4563, 0.5576]","[0.7842, 0.8614]",0.507,0.8228,62.89,0,1,31.17,0.0558,-0.0122,accel,0.315,1
brake,wrong_pedal_danger,"[0.4005, 0.5124]","[0.8033, 0.885]",0.4565,0.8442,76.38,0,1,13.66,0.0053,0.0092,accel,5.5,2
brake,heel_left_warning,"[0.3548, 0.4325]","[0.7996, 0.8707]",0.3937,0.8352,42.55,1,0,21.61,-0.0575,0.0002,brake,0.351,1
brake,no_pedal_danger,"[0.3837, 0.4923]","[0.7904, 0.8866]",0.438,0.8385,61.16,0,0,44.72,-0.0132,0.0035,none,3.9,2
brake,safe_centered,"[0.3936, 0.4779]","[0.824, 0.8935]",0.4358,0.8587,43.28,1,0,25.07,-0.0154,0.0237,brake,0.0,0
brake,safe_brake_cover,"[0.3997, 0.5071]","[0.7916, 0.8542]",0.4534,0.8229,31.34,1,0,51.2,0.0022,-0.0121,brake,0.0,0
accel,safe_brake_cover,"[0.4185, 0.4827]","[0.7782, 0.8607]",0.4506,0.8195,34.54,0,1,32.1,-0.0006,-0.0155,accel,0.0,0
accel,safe_centered,"[0.4201, 0.5083]","[0.8074, 0.8791]",0.4642,0.8433,42.44,0,1,0.0,0.013,0.0083,accel,0.0,0
accel,safe_centered,"[0.4119, 0.5051]","[0.7943, 0.8693]",0.4585,0.8318,35.28,0,1,1.84,0.0073,-0.0032,accel,0.0,0
brake,safe_centered,"[0.3886, 0.5169]","[0.7573, 0.8208]",0.4527,0.789,28.13,1,0,20.11,0.0015,-0.046,brake,0.0,0
accel,safe_centered,"[0.4117, 0.5172]","[0.8, 0.8783]",0.4645,0.8392,62.22,0,1,29.5,0.0133,0.0042,accel,0.0,0
accel,safe_centered,"[0.4098, 0.5034]","[0.8101, 0.8941]",0.4566,0.8521,51.42,0,1,38.43,0.0054,0.0171,accel,0.0,0
accel,panic_random_danger,"[0.0745, 0.1801]","[0.874, 0.9381]",0.1273,0.9061,86.03,1,0,26.31,-0.3239,0.0711,brake,26.492,2
brake,wrong_pedal_danger,"[0.3941, 0.5146]","[0.8121, 0.8827]",0.4543,0.8474,64.44,0,1,20.79,0.0031,0.0124,accel,5.5,2
accel,safe_slight_right,"[0.4059, 0.5248]","[0.8267, 0.9104]",0.4653,0.8685,44.09,0,1,29.03,0.0141,0.0335,accel,0.0,0
accel,safe_centered,"[0.3671, 0.4821]","[0.8275, 0.8866]",0.4246,0.857,31.58,0,1,26.03,-0.0266,0.022,accel,0.0,0
brake,safe_brake_cover,"[0.3696, 0.4854]","[0.7962, 0.8763]",0.4275,0.8363,55.84,1,0,49.68,-0.0237,0.0013,brake,0.0,0
brake,safe_slight_right,"[0.419, 0.5086]","[0.8032, 0.8912]",0.4638,0.8472,50.0,1,0,35.53,0.0126,0.0122,brake,0.0,0
accel,wrong_pedal_danger,"[0.4172, 0.4844]","[0.8021, 0.8739]",0.4508,0.838,61.86,1,0,6.15,-0.0004,0.003,brake,5.5,2
accel,heel_right_danger,"[0.5161, 0.654]","[0.7761, 0.8639]",0.5851,0.82,73.79,0,1,36.65,0.1339,-0.015,accel,1.877,2
accel,safe_centered,"[0.4115, 0.5098]","[0.7739, 0.863]",0.4607,0.8185,41.16,0,1,21.14,0.0095,-0.0165,accel,0.0,0
accel,safe_slight_right,"[0.399, 0.5108]","[0.8098, 0.8614]",0.4549,0.8356,39.86,0,1,20.72,0.0037,0.0006,accel,0.0,0
accel,no_pedal_danger,"[0.3822, 0.4816]","[0.8218, 0.8683]",0.4319,0.845,67.59,0,0,62.22,-0.0193,0.01,none,3.9,2
brake,heel_right_warning,"[0.4416, 0.5319]","[0.7791, 0.8561]",0.4868,0.8176,46.09,1,0,29.07,0.0356,-0.0174,brake,0.823,1
accel,brake_press_low_speed_warning,"[0.3906, 0.495]","[0.7891, 0.8549]",0.4428,0.822,21.42,1,0,0.0,-0.0084,-0.013,brake,5.5,2
accel,safe_slight_right,"[0.4217, 0.5421]","[0.7789, 0.84]",0.4819,0.8095,38.94,0,1,37.32,0.0307,-0.0255,accel,0.0,0
accel,wrong_pedal_danger,"[0.3821, 0.4756]","[0.7952, 0.8664]",0.4289,0.8308,74.01,1,0,33.5,-0.0223,-0.0042,brake,5.5,2
brake,heel_right_danger,"[0.505, 0.5897]","[0.8267, 0.8979]",0.5473,0.8623,53.36,1,0,58.5,0.0961,0.0273,brake,4.369,2
accel,safe_slight_right,"[0.3899, 0.4879]","[0.7848, 0.8557]",0.4389,0.8203,48.57,0,1,35.95,-0.0123,-0.0147,accel,0.0,0
accel,safe_centered,"[0.4145, 0.5076]","[0.8344, 0.9137]",0.461,0.8741,50.55,0,1,19.49,0.0098,0.0391,accel,0.0,0
accel,safe_brake_cover,"[0.3888, 0.5037]","[0.7912, 0.854]",0.4462,0.8226,29.26,0,1,25.08,-0.005,-0.0124,accel,0.0,0
brake,safe_brake_cover,"[0.3841, 0.4725]","[0.8003, 0.865]",0.4283,0.8327,54.58,1,0,28.16,-0.0229,-0.0023,brake,0.0,0
accel,heel_too_far_warning,"[0.4025, 0.4889]","[0.8907, 0.9611]",0.4457,0.9259,28.65,0,1,43.35,-0.0055,0.0909,accel,1.029,1
accel,heel_too_close_warning,"[0.3981, 0.4976]","[0.7461, 0.8149]",0.4478,0.7805,49.74,0,1,37.48,-0.0034,-0.0545,accel,0.056,1
brake,safe_centered,"[0.423, 0.5125]","[0.7954, 0.8746]",0.4677,0.835,37.9,1,0,49.41,0.0165,-0.0,brake,0.061,0
accel,heel_too_close_warning,"[0.3956, 0.5039]","[0.6899, 0.7629]",0.4497,0.7264,62.1,0,1,53.71,-0.0015,-0.1086,accel,1.004,1
accel,heel_left_warning,"[0.3566, 0.452]","[0.8264, 0.8892]",0.4043,0.8578,69.77,0,1,48.48,-0.0469,0.0228,accel,0.588,1
brake,no_pedal_danger,"[0.3919, 0.5135]","[0.7879, 0.8645]",0.4527,0.8262,31.33,0,0,42.2,0.0015,-0.0088,none,3.9,2
brake,no_pedal_danger,"[0.3935, 0.5038]","[0.7734, 0.8426]",0.4486,0.808,51.43,0,0,76.07,-0.0026,-0.027,none,3.9,2
accel,safe_centered,"[0.4139, 0.5161]","[0.8092, 0.8771]",0.465,0.8431,52.37,0,1,26.94,0.0138,0.0081,accel,0.0,0
accel,safe_slight_right,"[0.4254, 0.5206]","[0.8047, 0.8842]",0.473,0.8445,43.64,0,1,28.89,0.0218,0.0095,accel,0.0,0
brake,safe_brake_cover,"[0.4129, 0.5113]","[0.7766, 0.8414]",0.4621,0.809,27.32,1,0,14.49,0.0109,-0.026,brake,0.0,0
brake,safe_slight_right,"[0.3866, 0.492]","[0.8123, 0.8829]",0.4393,0.8476,54.63,1,0,58.86,-0.0119,0.0126,brake,0.0,0
brake,heel_right_danger,"[0.51, 0.617]","[0.7894, 0.8867]",0.5635,0.838,66.6,1,0,7.43,0.1123,0.003,brake,5.339,2
accel,wrong_pedal_danger,"[0.4075, 0.4931]","[0.7981, 0.8833]",0.4503,0.8407,77.59,1,0,9.84,-0.0009,0.0057,brake,5.5,2
brake,heel_right_warning,"[0.4661, 0.5674]","[0.7966, 0.8836]",0.5167,0.8401,54.4,1,0,47.91,0.0655,0.0051,brake,2.532,1
brake,no_pedal_danger,"[0.4392, 0.515]","[0.812, 0.8721]",0.4771,0.842,75.57,0,0,54.83,0.0259,0.007,none,4.336,2
brake,heel_too_far_warning,"[0.4121, 0.5152]","[0.88, 0.9641]",0.4637,0.9221,41.13,1,0,30.59,0.0125,0.0871,brake,0.905,1
accel,panic_random_danger,"[0.4364, 0.5086]","[0.8034, 0.8652]",0.4725,0.8343,56.89,0,1,27.16,0.0213,-0.0007,accel,0.0,2
brake,wrong_pedal_danger,"[0.4096, 0.5326]","[0.7885, 0.861]",0.4711,0.8247,48.72,0,1,11.17,0.0199,-0.0103,accel,5.696,2
accel,heel_right_warning,"[0.4776, 0.5628]","[0.7881, 0.8574]",0.5202,0.8227,51.06,0,1,35.44,0.069,-0.0123,accel,0.579,1
brake,panic_random_danger,"[0.0526, 0.1614]","[0.7335, 0.8025]",0.107,0.768,42.46,0,0,23.3,-0.3442,-0.067,none,17.963,2
accel,brake_press_low_speed_warning,"[0.3971, 0.5015]","[0.8102, 0.909]",0.4493,0.8596,41.14,1,0,3.95,-0.0019,0.0246,brake,5.5,2
brake,safe_brake_cover,"[0.4036, 0.5076]","[0.7933, 0.8519]",0.4556,0.8226,42.56,1,0,29.8,0.0044,-0.0124,brake,0.0,0
accel,safe_slight_right,"[0.4038, 0.5056]","[0.7972, 0.8624]",0.4547,0.8298,41.83,0,1,18.93,0.0035,-0.0052,accel,0.0,0
accel,safe_brake_cover,"[0.4035, 0.4999]","[0.8193, 0.8937]",0.4517,0.8565,56.53,0,1,29.82,0.0005,0.0215,accel,0.0,0
brake,safe_centered,"[0.3992, 0.5141]","[0.8226, 0.8844]",0.4566,0.8535,32.12,1,0,34.9,0.0054,0.0185,brake,0.0,0
accel,heel_right_warning,"[0.4692, 0.5537]","[0.8197, 0.8889]",0.5114,0.8543,46.98,0,1,13.53,0.0602,0.0193,accel,0.404,1
accel,accel_press_high_speed_warning,"[0.4136, 0.5007]","[0.797, 0.8773]",0.4571,0.8372,38.77,0,1,66.72,0.0059,0.0022,accel,1.0,1
brake,heel_left_danger,"[0.261, 0.3655]","[0.798, 0.8667]",0.3133,0.8324,56.24,1,0,0.0,-0.1379,-0.0026,brake,3.65,2
brake,heel_left_danger,"[0.2655, 0.3679]","[0.7916, 0.8741]",0.3167,0.8329,40.71,1,0,42.07,-0.1345,-0.0021,brake,2.668,2
brake,safe_centered,"[0.3832, 0.4776]","[0.8081, 0.8673]",0.4304,0.8377,42.64,1,0,29.8,-0.0208,0.0027,brake,0.0,0
accel,safe_slight_right,"[0.4005, 0.5001]","[0.7829, 0.8481]",0.4503,0.8155,36.44,0,1,18.45,-0.0009,-0.0195,accel,0.0,0
accel,no_pedal_danger,"[0.4241, 0.5117]","[0.7979, 0.8465]",0.4679,0.8222,72.29,0,0,53.66,0.0167,-0.0128,none,3.9,2
accel,safe_slight_right,"[0.4061, 0.512]","[0.7999, 0.8651]",0.459,0.8325,31.05,0,1,11.38,0.0078,-0.0025,accel,0.0,0
accel,heel_right_warning,"[0.4325, 0.5456]","[0.8137, 0.8754]",0.489,0.8446,33.21,0,1,46.0,0.0378,0.0096,accel,0.0,1
accel,brake_press_low_speed_warning,"[0.3816, 0.5078]","[0.7846, 0.8645]",0.4447,0.8246,68.55,1,0,0.0,-0.0065,-0.0104,brake,5.5,2
brake,brake_press_low_speed_warning,"[0.3785, 0.518]","[0.7942, 0.8709]",0.4483,0.8325,45.9,1,0,4.29,-0.0029,-0.0025,brake,0.0,1
brake,safe_centered,"[0.4113, 0.5272]","[0.7878, 0.8624]",0.4693,0.8251,44.76,1,0,45.02,0.0181,-0.0099,brake,0.122,0
accel,safe_centered,"[0.3951, 0.4935]","[0.798, 0.8585]",0.4443,0.8283,39.87,0,1,41.76,-0.0069,-0.0067,accel,0.0,0
accel,heel_too_far_warning,"[0.3992, 0.4895]","[0.8957, 0.9626]",0.4443,0.9292,61.67,0,1,43.17,-0.0069,0.0942,accel,1.135,1
accel,heel_too_far_warning,"[0.3888, 0.493]","[0.8985, 0.952]",0.4409,0.9253,44.02,0,1,3.35,-0.0103,0.0903,accel,1.009,1
brake,safe_brake_cover,"[0.3827, 0.4944]","[0.7956, 0.8746]",0.4385,0.8351,50.75,1,0,17.53,-0.0127,0.0001,brake,0.0,0
brake,safe_brake_cover,"[0.3897, 0.5174]","[0.773, 0.8661]",0.4535,0.8195,30.69,1,0,36.37,0.0023,-0.0155,brake,0.0,0
accel,safe_slight_right,"[0.4243, 0.5226]","[0.8112, 0.8879]",0.4734,0.8496,45.85,0,1,29.92,0.0222,0.0146,accel,0.0,0
brake,safe_slight_right,"[0.4079, 0.4979]","[0.8227, 0.8802]",0.4529,0.8514,39.46,1,0,48.25,0.0017,0.0164,brake,0.0,0
accel,heel_too_close_warning,"[0.4111, 0.5147]","[0.7277, 0.7879]",0.4629,0.7578,68.33,0,1,55.9,0.0117,-0.0772,accel,1.34,1
accel,safe_brake_cover,"[0.3907, 0.479]","[0.7683, 0.875]",0.4349,0.8217,35.31,0,1,31.59,-0.0163,-0.0133,accel,0.0,0
accel,safe_centered,"[0.4334, 0.5057]","[0.805, 0.8669]",0.4696,0.836,35.41,0,1,30.87,0.0184,0.001,accel,0.0,0
accel,safe_brake_cover,"[0.3559, 0.4619]","[0.7783, 0.852]",0.4089,0.8152,51.15,0,1,14.02,-0.0423,-0.0198,accel,0.375,0
accel,no_pedal_danger,"[0.4001, 0.5022]","[0.8069, 0.8722]",0.4512,0.8396,52.01,0,0,51.21,-0.0,0.0046,none,3.9,2
brake,safe_centered,"[0.4091, 0.491]","[0.7842, 0.8659]",0.4501,0.8251,44.63,1,0,28.73,-0.0011,-0.0099,brake,0.0,0
accel,safe_centered,"[0.3985, 0.4904]","[0.7814, 0.8464]",0.4445,0.8139,44.33,0,1,36.25,-0.0067,-0.0211,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.3727, 0.501]","[0.8082, 0.8782]",0.4368,0.8432,23.47,0,1,56.18,-0.0144,0.0082,accel,5.5,2
accel,safe_brake_cover,"[0.4181, 0.5073]","[0.8261, 0.8988]",0.4627,0.8625,33.82,0,1,34.95,0.0115,0.0275,accel,0.0,0
accel,no_pedal_danger,"[0.4221, 0.5019]","[0.8139, 0.8801]",0.462,0.847,45.81,0,0,46.98,0.0108,0.012,none,3.9,2
accel,safe_slight_right,"[0.4092, 0.5305]","[0.7911, 0.8563]",0.4698,0.8237,37.99,0,1,2.8,0.0186,-0.0113,accel,0.0,0
accel,safe_brake_cover,"[0.373, 0.497]","[0.7931, 0.8681]",0.435,0.8306,49.81,0,1,26.73,-0.0162,-0.0044,accel,0.0,0
accel,safe_slight_right,"[0.4298, 0.5145]","[0.7924, 0.8688]",0.4722,0.8306,44.91,0,1,0.0,0.021,-0.0044,accel,0.0,0
brake,heel_right_danger,"[0.5232, 0.6236]","[0.8092, 0.86]",0.5734,0.8346,78.15,1,0,26.75,0.1222,-0.0004,brake,5.93,2
brake,brake_press_low_speed_warning,"[0.401, 0.5006]","[0.8189, 0.8819]",0.4508,0.8504,52.31,1,0,5.79,-0.0004,0.0154,brake,0.0,1
brake,heel_too_far_warning,"[0.3678, 0.5023]","[0.8781, 0.947]",0.4351,0.9125,68.0,1,0,22.24,-0.0161,0.0775,brake,0.594,1
accel,no_pedal_danger,"[0.3734, 0.4972]","[0.792, 0.8646]",0.4353,0.8283,77.76,0,0,45.79,-0.0159,-0.0067,none,3.9,2
